127.0.0.1 - - [10/Jun/2021:13:10:50 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:34 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:34 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:35 +0900] "GET /SHTwist/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:37 +0900] "POST /SHTwist/jsp/login.jsp?id=ryu&ps=111 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:37 +0900] "GET /SHTwist/mix.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:42 +0900] "GET /SHTwist/feedView2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:42 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:42 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:51 +0900] "GET /SHTwist/feedView2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:51 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:51 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:55:51 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:18 +0900] "GET /SHTwist/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:18 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:19 +0900] "POST /SHTwist/jsp/friendList.jsp HTTP/1.1" 200 73
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:19 +0900] "POST /SHTwist/jsp/feedGetGroup.jsp HTTP/1.1" 200 577
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:19 +0900] "GET /SHTwist/images/canvas-image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:19 +0900] "GET /SHTwist/images/%ED%8A%B8%EC%9C%84%EC%8A%A4%ED%8A%B8@4x.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:19 +0900] "GET /SHTwist/images/%EC%A6%9D%EB%AA%85%EC%82%AC%EC%A7%84.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:21 +0900] "GET /SHTwist/main.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:21 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:21 +0900] "POST /SHTwist/jsp/friendList.jsp HTTP/1.1" 200 73
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:22 +0900] "GET /SHTwist/userInfo.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:23 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:23 +0900] "POST /SHTwist/jsp/userGet.jsp HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:24 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:24 +0900] "POST /SHTwist/jsp/friendList.jsp HTTP/1.1" 200 73
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:26 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 200 1966
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:26 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:57:26 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:58:51 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 200 2056
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:58:51 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:58:51 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:58:51 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:30 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 200 2058
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:30 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:30 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:30 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:31 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:32 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:33 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:33 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:34 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:34 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:35 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 200 2010
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:35 +0900] "GET /SHTwist/css/core.css HTTP/1.1" 200 2395
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:35 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 200 2485
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:35 +0900] "GET /SHTwist/js/core.js HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:35 +0900] "GET /SHTwist/js/jquery-3.6.0.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:35 +0900] "GET /SHTwist/css/main.css HTTP/1.1" 200 1304
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:35 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:37 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:13:59:37 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:07 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:07 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:07 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:25 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:25 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:27 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:27 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:29 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:29 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:29 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:29 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:30 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:30 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:44 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 200 2036
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:44 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:45 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:45 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:45 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:48 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:00:48 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:18 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 200 2009
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:18 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:32 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:32 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:32 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:33 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:33 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:34 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:34 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:41 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 200 2055
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:41 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:01:41 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:52 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:52 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:52 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:52 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:54 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:54 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:55 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:55 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:56 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 200 2055
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:56 +0900] "GET /SHTwist/css/core.css HTTP/1.1" 200 2395
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:56 +0900] "GET /SHTwist/css/main.css HTTP/1.1" 200 1304
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:56 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 200 919
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:56 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 200 2485
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:56 +0900] "GET /SHTwist/js/core.js HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:56 +0900] "GET /SHTwist/js/jquery-3.6.0.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:56 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:56 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:57 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:58 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:58 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:02:58 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:40 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:40 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:41 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:41 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:41 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:41 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:42 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 200 2055
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:42 +0900] "GET /SHTwist/css/core.css HTTP/1.1" 200 2395
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:42 +0900] "GET /SHTwist/css/main.css HTTP/1.1" 200 1304
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:42 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 200 2485
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:42 +0900] "GET /SHTwist/js/core.js HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:42 +0900] "GET /SHTwist/js/jquery-3.6.0.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:42 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 200 1044
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:42 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:42 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:57 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:57 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:57 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:58 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:58 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:59 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:59 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:03:59 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:00 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:00 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:01 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:01 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:01 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:02 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 200 2055
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:02 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 200 1044
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:02 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 200 2485
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:02 +0900] "GET /SHTwist/js/core.js HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:02 +0900] "GET /SHTwist/css/core.css HTTP/1.1" 200 2395
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:02 +0900] "GET /SHTwist/css/main.css HTTP/1.1" 200 1304
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:02 +0900] "GET /SHTwist/js/jquery-3.6.0.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:02 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:02 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:03 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:03 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:03 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:03 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:09 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:09 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 200 1030
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:10 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:14 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:15 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:15 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:42 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:42 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:42 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:43 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:43 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:44 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 200 2055
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:44 +0900] "GET /SHTwist/css/core.css HTTP/1.1" 200 2395
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:44 +0900] "GET /SHTwist/css/main.css HTTP/1.1" 200 1304
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:45 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:45 +0900] "GET /SHTwist/js/core.js HTTP/1.1" 200 1884
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:45 +0900] "GET /SHTwist/js/index.js HTTP/1.1" 200 2485
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:45 +0900] "GET /SHTwist/js/jquery-3.6.0.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:45 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:45 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:47 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:47 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:48 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:48 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 200 1044
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:48 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:04:52 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:05:23 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:05:23 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 200 1044
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:05:23 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:05:24 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:05:24 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:05:35 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:05:35 +0900] "GET /SHTwist/css/index.css HTTP/1.1" 200 1044
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:05:35 +0900] "POST /SHTwist/jsp/session.jsp HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [10/Jun/2021:14:05:42 +0900] "GET /SHTwist/feedView.html HTTP/1.1" 304 -
